source_index,source_label,contract_name,passed,skipped,reason,input_shape,expected_shape,actual_shape,mismatch_count,rule_label,phase
0,ex0,original,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
0,ex0,color_permutation_a,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
0,ex0,color_permutation_b,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
0,ex0,transpose,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
0,ex0,mirror_lr,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
0,ex0,mirror_ud,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
0,ex0,rotate_180,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
0,ex0,pad_top_left,False,True,"input_shape_exceeds_limit:(31, 31)>(30, 30)","(31, 31)","(31, 31)",,,,pseudo_hidden
0,ex0,pad_bottom_right,False,True,"input_shape_exceeds_limit:(31, 31)>(30, 30)","(31, 31)","(31, 31)",,,,pseudo_hidden
0,ex0,translate_down_right,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
0,ex0,translate_up_left,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
0,ex0,inert_2x2_distractor,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
0,ex0,inert_singleton_distractor,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
1,ex1,original,True,False,ok,"(20, 20)","(20, 20)","(20, 20)",0,semantic_majority_reflect,pseudo_hidden
1,ex1,color_permutation_a,True,False,ok,"(20, 20)","(20, 20)","(20, 20)",0,semantic_majority_reflect,pseudo_hidden
1,ex1,color_permutation_b,True,False,ok,"(20, 20)","(20, 20)","(20, 20)",0,semantic_majority_reflect,pseudo_hidden
1,ex1,transpose,True,False,ok,"(20, 20)","(20, 20)","(20, 20)",0,semantic_majority_reflect,pseudo_hidden
1,ex1,mirror_lr,True,False,ok,"(20, 20)","(20, 20)","(20, 20)",0,semantic_majority_reflect,pseudo_hidden
1,ex1,mirror_ud,True,False,ok,"(20, 20)","(20, 20)","(20, 20)",0,semantic_majority_reflect,pseudo_hidden
1,ex1,rotate_180,True,False,ok,"(20, 20)","(20, 20)","(20, 20)",0,semantic_majority_reflect,pseudo_hidden
1,ex1,pad_top_left,True,False,ok,"(21, 21)","(21, 21)","(21, 21)",0,semantic_majority_reflect,pseudo_hidden
1,ex1,pad_bottom_right,True,False,ok,"(21, 21)","(21, 21)","(21, 21)",0,semantic_majority_reflect,pseudo_hidden
1,ex1,translate_down_right,True,False,ok,"(20, 20)","(20, 20)","(20, 20)",0,semantic_majority_reflect,pseudo_hidden
1,ex1,translate_up_left,True,False,ok,"(20, 20)","(20, 20)","(20, 20)",0,semantic_majority_reflect,pseudo_hidden
1,ex1,inert_2x2_distractor,True,False,ok,"(20, 20)","(20, 20)","(20, 20)",0,semantic_majority_reflect,pseudo_hidden
1,ex1,inert_singleton_distractor,True,False,ok,"(20, 20)","(20, 20)","(20, 20)",0,semantic_majority_reflect,pseudo_hidden
2,ex2,original,True,False,ok,"(14, 14)","(14, 14)","(14, 14)",0,semantic_majority_reflect,pseudo_hidden
2,ex2,color_permutation_a,True,False,ok,"(14, 14)","(14, 14)","(14, 14)",0,semantic_majority_reflect,pseudo_hidden
2,ex2,color_permutation_b,True,False,ok,"(14, 14)","(14, 14)","(14, 14)",0,semantic_majority_reflect,pseudo_hidden
2,ex2,transpose,True,False,ok,"(14, 14)","(14, 14)","(14, 14)",0,semantic_majority_reflect,pseudo_hidden
2,ex2,mirror_lr,True,False,ok,"(14, 14)","(14, 14)","(14, 14)",0,semantic_majority_reflect,pseudo_hidden
2,ex2,mirror_ud,True,False,ok,"(14, 14)","(14, 14)","(14, 14)",0,semantic_majority_reflect,pseudo_hidden
2,ex2,rotate_180,True,False,ok,"(14, 14)","(14, 14)","(14, 14)",0,semantic_majority_reflect,pseudo_hidden
2,ex2,pad_top_left,True,False,ok,"(15, 15)","(15, 15)","(15, 15)",0,semantic_majority_reflect,pseudo_hidden
2,ex2,pad_bottom_right,True,False,ok,"(15, 15)","(15, 15)","(15, 15)",0,semantic_majority_reflect,pseudo_hidden
2,ex2,translate_down_right,True,False,ok,"(14, 14)","(14, 14)","(14, 14)",0,semantic_majority_reflect,pseudo_hidden
2,ex2,translate_up_left,True,False,ok,"(14, 14)","(14, 14)","(14, 14)",0,semantic_majority_reflect,pseudo_hidden
2,ex2,inert_2x2_distractor,True,False,ok,"(14, 14)","(14, 14)","(14, 14)",0,semantic_majority_reflect,pseudo_hidden
2,ex2,inert_singleton_distractor,True,False,ok,"(14, 14)","(14, 14)","(14, 14)",0,semantic_majority_reflect,pseudo_hidden
3,ex3,original,True,False,ok,"(24, 24)","(24, 24)","(24, 24)",0,semantic_majority_reflect,pseudo_hidden
3,ex3,color_permutation_a,True,False,ok,"(24, 24)","(24, 24)","(24, 24)",0,semantic_majority_reflect,pseudo_hidden
3,ex3,color_permutation_b,True,False,ok,"(24, 24)","(24, 24)","(24, 24)",0,semantic_majority_reflect,pseudo_hidden
3,ex3,transpose,True,False,ok,"(24, 24)","(24, 24)","(24, 24)",0,semantic_majority_reflect,pseudo_hidden
3,ex3,mirror_lr,True,False,ok,"(24, 24)","(24, 24)","(24, 24)",0,semantic_majority_reflect,pseudo_hidden
3,ex3,mirror_ud,True,False,ok,"(24, 24)","(24, 24)","(24, 24)",0,semantic_majority_reflect,pseudo_hidden
3,ex3,rotate_180,True,False,ok,"(24, 24)","(24, 24)","(24, 24)",0,semantic_majority_reflect,pseudo_hidden
3,ex3,pad_top_left,True,False,ok,"(25, 25)","(25, 25)","(25, 25)",0,semantic_majority_reflect,pseudo_hidden
3,ex3,pad_bottom_right,True,False,ok,"(25, 25)","(25, 25)","(25, 25)",0,semantic_majority_reflect,pseudo_hidden
3,ex3,translate_down_right,True,False,ok,"(24, 24)","(24, 24)","(24, 24)",0,semantic_majority_reflect,pseudo_hidden
3,ex3,translate_up_left,True,False,ok,"(24, 24)","(24, 24)","(24, 24)",0,semantic_majority_reflect,pseudo_hidden
3,ex3,inert_2x2_distractor,True,False,ok,"(24, 24)","(24, 24)","(24, 24)",0,semantic_majority_reflect,pseudo_hidden
3,ex3,inert_singleton_distractor,True,False,ok,"(24, 24)","(24, 24)","(24, 24)",0,semantic_majority_reflect,pseudo_hidden
4,ex4,original,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
4,ex4,color_permutation_a,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
4,ex4,color_permutation_b,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
4,ex4,transpose,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
4,ex4,mirror_lr,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
4,ex4,mirror_ud,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
4,ex4,rotate_180,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
4,ex4,pad_top_left,False,True,"input_shape_exceeds_limit:(31, 31)>(30, 30)","(31, 31)","(31, 31)",,,,pseudo_hidden
4,ex4,pad_bottom_right,False,True,"input_shape_exceeds_limit:(31, 31)>(30, 30)","(31, 31)","(31, 31)",,,,pseudo_hidden
4,ex4,translate_down_right,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
4,ex4,translate_up_left,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
4,ex4,inert_2x2_distractor,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
4,ex4,inert_singleton_distractor,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,semantic_majority_reflect,pseudo_hidden
5,ex5,original,True,False,ok,"(22, 22)","(22, 22)","(22, 22)",0,semantic_majority_reflect,pseudo_hidden
5,ex5,color_permutation_a,True,False,ok,"(22, 22)","(22, 22)","(22, 22)",0,semantic_majority_reflect,pseudo_hidden
5,ex5,color_permutation_b,True,False,ok,"(22, 22)","(22, 22)","(22, 22)",0,semantic_majority_reflect,pseudo_hidden
5,ex5,transpose,True,False,ok,"(22, 22)","(22, 22)","(22, 22)",0,semantic_majority_reflect,pseudo_hidden
5,ex5,mirror_lr,True,False,ok,"(22, 22)","(22, 22)","(22, 22)",0,semantic_majority_reflect,pseudo_hidden
5,ex5,mirror_ud,True,False,ok,"(22, 22)","(22, 22)","(22, 22)",0,semantic_majority_reflect,pseudo_hidden
5,ex5,rotate_180,True,False,ok,"(22, 22)","(22, 22)","(22, 22)",0,semantic_majority_reflect,pseudo_hidden
5,ex5,pad_top_left,True,False,ok,"(23, 23)","(23, 23)","(23, 23)",0,semantic_majority_reflect,pseudo_hidden
5,ex5,pad_bottom_right,True,False,ok,"(23, 23)","(23, 23)","(23, 23)",0,semantic_majority_reflect,pseudo_hidden
5,ex5,translate_down_right,True,False,ok,"(22, 22)","(22, 22)","(22, 22)",0,semantic_majority_reflect,pseudo_hidden
5,ex5,translate_up_left,True,False,ok,"(22, 22)","(22, 22)","(22, 22)",0,semantic_majority_reflect,pseudo_hidden
5,ex5,inert_2x2_distractor,True,False,ok,"(22, 22)","(22, 22)","(22, 22)",0,semantic_majority_reflect,pseudo_hidden
5,ex5,inert_singleton_distractor,True,False,ok,"(22, 22)","(22, 22)","(22, 22)",0,semantic_majority_reflect,pseudo_hidden
6,ex6,original,True,False,ok,"(26, 26)","(26, 26)","(26, 26)",0,semantic_majority_reflect,pseudo_hidden
6,ex6,color_permutation_a,True,False,ok,"(26, 26)","(26, 26)","(26, 26)",0,semantic_majority_reflect,pseudo_hidden
6,ex6,color_permutation_b,True,False,ok,"(26, 26)","(26, 26)","(26, 26)",0,semantic_majority_reflect,pseudo_hidden
6,ex6,transpose,True,False,ok,"(26, 26)","(26, 26)","(26, 26)",0,semantic_majority_reflect,pseudo_hidden
6,ex6,mirror_lr,True,False,ok,"(26, 26)","(26, 26)","(26, 26)",0,semantic_majority_reflect,pseudo_hidden
6,ex6,mirror_ud,True,False,ok,"(26, 26)","(26, 26)","(26, 26)",0,semantic_majority_reflect,pseudo_hidden
6,ex6,rotate_180,True,False,ok,"(26, 26)","(26, 26)","(26, 26)",0,semantic_majority_reflect,pseudo_hidden
6,ex6,pad_top_left,True,False,ok,"(27, 27)","(27, 27)","(27, 27)",0,semantic_majority_reflect,pseudo_hidden
6,ex6,pad_bottom_right,True,False,ok,"(27, 27)","(27, 27)","(27, 27)",0,semantic_majority_reflect,pseudo_hidden
6,ex6,translate_down_right,True,False,ok,"(26, 26)","(26, 26)","(26, 26)",0,semantic_majority_reflect,pseudo_hidden
6,ex6,translate_up_left,True,False,ok,"(26, 26)","(26, 26)","(26, 26)",0,semantic_majority_reflect,pseudo_hidden
6,ex6,inert_2x2_distractor,True,False,ok,"(26, 26)","(26, 26)","(26, 26)",0,semantic_majority_reflect,pseudo_hidden
6,ex6,inert_singleton_distractor,True,False,ok,"(26, 26)","(26, 26)","(26, 26)",0,semantic_majority_reflect,pseudo_hidden
7,ex7,original,True,False,ok,"(25, 25)","(25, 25)","(25, 25)",0,semantic_majority_reflect,pseudo_hidden
7,ex7,color_permutation_a,True,False,ok,"(25, 25)","(25, 25)","(25, 25)",0,semantic_majority_reflect,pseudo_hidden
7,ex7,color_permutation_b,True,False,ok,"(25, 25)","(25, 25)","(25, 25)",0,semantic_majority_reflect,pseudo_hidden
7,ex7,transpose,True,False,ok,"(25, 25)","(25, 25)","(25, 25)",0,semantic_majority_reflect,pseudo_hidden
7,ex7,mirror_lr,True,False,ok,"(25, 25)","(25, 25)","(25, 25)",0,semantic_majority_reflect,pseudo_hidden
7,ex7,mirror_ud,True,False,ok,"(25, 25)","(25, 25)","(25, 25)",0,semantic_majority_reflect,pseudo_hidden
7,ex7,rotate_180,True,False,ok,"(25, 25)","(25, 25)","(25, 25)",0,semantic_majority_reflect,pseudo_hidden
7,ex7,pad_top_left,True,False,ok,"(26, 26)","(26, 26)","(26, 26)",0,semantic_majority_reflect,pseudo_hidden
7,ex7,pad_bottom_right,True,False,ok,"(26, 26)","(26, 26)","(26, 26)",0,semantic_majority_reflect,pseudo_hidden
7,ex7,translate_down_right,True,False,ok,"(25, 25)","(25, 25)","(25, 25)",0,semantic_majority_reflect,pseudo_hidden
7,ex7,translate_up_left,True,False,ok,"(25, 25)","(25, 25)","(25, 25)",0,semantic_majority_reflect,pseudo_hidden
7,ex7,inert_2x2_distractor,True,False,ok,"(25, 25)","(25, 25)","(25, 25)",0,semantic_majority_reflect,pseudo_hidden
